v1	d(Id(M1))/Id(M1)
Step Information: L=16n  (Run: 1/5)
3.660000000000003e-001	8.223351e+000
3.670000000000003e-001	8.177552e+000
3.680000000000003e-001	8.132028e+000
3.690000000000003e-001	8.086810e+000
3.700000000000003e-001	8.041862e+000
3.710000000000003e-001	7.997215e+000
3.720000000000003e-001	7.952836e+000
3.730000000000003e-001	7.908753e+000
3.740000000000003e-001	7.864965e+000
3.750000000000003e-001	7.821438e+000
3.760000000000003e-001	7.778201e+000
3.770000000000003e-001	7.735252e+000
3.780000000000003e-001	7.692588e+000
3.790000000000003e-001	7.650206e+000
3.800000000000003e-001	7.608074e+000
3.810000000000003e-001	7.566221e+000
3.820000000000003e-001	7.524732e+000
3.830000000000003e-001	7.483484e+000
3.840000000000003e-001	7.442448e+000
3.850000000000003e-001	7.401738e+000
3.860000000000003e-001	7.361292e+000
3.870000000000003e-001	7.321109e+000
3.880000000000003e-001	7.281241e+000
3.890000000000003e-001	7.241629e+000
3.900000000000003e-001	7.202272e+000
3.910000000000003e-001	7.163165e+000
3.920000000000003e-001	7.124362e+000
3.930000000000003e-001	7.085859e+000
3.940000000000003e-001	7.047598e+000
3.950000000000003e-001	7.009630e+000
3.960000000000003e-001	6.971846e+000
3.970000000000003e-001	6.934350e+000
3.980000000000003e-001	6.897191e+000
3.990000000000003e-001	6.860208e+000
4.000000000000003e-001	6.823504e+000
4.010000000000003e-001	6.787126e+000
4.020000000000003e-001	6.750916e+000
4.030000000000003e-001	6.714976e+000
4.040000000000003e-001	6.679352e+000
4.050000000000003e-001	6.643990e+000
4.060000000000003e-001	6.608836e+000
4.070000000000003e-001	6.573889e+000
4.080000000000003e-001	6.539245e+000
4.090000000000003e-001	6.504852e+000
4.100000000000003e-001	6.470705e+000
4.110000000000003e-001	6.436801e+000
4.120000000000003e-001	6.403139e+000
4.130000000000003e-001	6.369714e+000
4.140000000000003e-001	6.336525e+000
4.150000000000003e-001	6.303615e+000
4.160000000000003e-001	6.270933e+000
4.170000000000003e-001	6.238478e+000
4.180000000000003e-001	6.206245e+000
4.190000000000003e-001	6.174279e+000
4.200000000000003e-001	6.142529e+000
4.210000000000003e-001	6.110994e+000
4.220000000000003e-001	6.079716e+000
4.230000000000003e-001	6.048647e+000
4.240000000000003e-001	6.017828e+000
4.250000000000003e-001	5.987213e+000
4.260000000000003e-001	5.956842e+000
4.270000000000003e-001	5.926668e+000
4.280000000000003e-001	5.896734e+000
4.290000000000003e-001	5.867078e+000
4.300000000000003e-001	5.837567e+000
4.310000000000003e-001	5.808245e+000
4.320000000000003e-001	5.779192e+000
4.330000000000003e-001	5.750405e+000
4.340000000000003e-001	5.721754e+000
4.350000000000003e-001	5.693323e+000
4.360000000000003e-001	5.665148e+000
4.370000000000003e-001	5.637144e+000
4.380000000000003e-001	5.609350e+000
4.390000000000003e-001	5.581764e+000
4.400000000000003e-001	5.554383e+000
4.410000000000003e-001	5.527203e+000
4.420000000000003e-001	5.500223e+000
4.430000000000003e-001	5.473480e+000
4.440000000000003e-001	5.446891e+000
4.450000000000003e-001	5.420494e+000
4.460000000000003e-001	5.394364e+000
4.470000000000003e-001	5.368382e+000
4.480000000000003e-001	5.342545e+000
4.490000000000003e-001	5.316967e+000
4.500000000000003e-001	5.291568e+000
4.510000000000004e-001	5.266308e+000
4.520000000000004e-001	5.241299e+000
4.530000000000004e-001	5.216462e+000
4.540000000000004e-001	5.191795e+000
4.550000000000004e-001	5.167332e+000
4.560000000000004e-001	5.143035e+000
4.570000000000004e-001	5.118901e+000
4.580000000000004e-001	5.094964e+000
4.590000000000004e-001	5.071223e+000
4.600000000000004e-001	5.047638e+000
4.610000000000004e-001	5.024244e+000
4.620000000000004e-001	5.001001e+000
4.630000000000004e-001	4.977909e+000
4.640000000000004e-001	4.955037e+000
4.650000000000004e-001	4.932346e+000
4.660000000000004e-001	4.909798e+000
4.670000000000004e-001	4.887393e+000
4.680000000000004e-001	4.865162e+000
4.690000000000004e-001	4.843140e+000
4.700000000000004e-001	4.821252e+000
4.710000000000004e-001	4.799499e+000
4.720000000000004e-001	4.777913e+000
4.730000000000004e-001	4.756526e+000
4.740000000000004e-001	4.735301e+000
4.750000000000004e-001	4.714168e+000
4.760000000000004e-001	4.693228e+000
4.770000000000004e-001	4.672478e+000
4.780000000000004e-001	4.651849e+000
4.790000000000004e-001	4.631339e+000
4.800000000000004e-001	4.611014e+000
4.810000000000004e-001	4.590871e+000
4.820000000000004e-001	4.570808e+000
4.830000000000004e-001	4.550925e+000
4.840000000000004e-001	4.531184e+000
4.850000000000004e-001	4.511586e+000
4.860000000000004e-001	4.492159e+000
4.870000000000004e-001	4.472807e+000
4.880000000000004e-001	4.453656e+000
4.890000000000004e-001	4.434639e+000
4.900000000000004e-001	4.415723e+000
4.910000000000004e-001	4.397003e+000
4.920000000000004e-001	4.378381e+000
4.930000000000004e-001	4.359887e+000
4.940000000000004e-001	4.341520e+000
4.950000000000004e-001	4.323309e+000
4.960000000000004e-001	4.305253e+000
4.970000000000004e-001	4.287288e+000
4.980000000000004e-001	4.269444e+000
4.990000000000004e-001	4.251749e+000
5.000000000000000e-001	4.233990e+000
Step Information: L=32n  (Run: 2/5)
0.000000000000000e+000	8.589034e+000
1.000000000000000e-003	8.662793e+000
2.000000000000000e-003	8.882077e+000
3.000000000000000e-003	9.102236e+000
4.000000000000000e-003	9.323061e+000
5.000000000000000e-003	9.544459e+000
6.000000000000000e-003	9.766441e+000
7.000000000000000e-003	9.988821e+000
8.000000000000000e-003	1.021145e+001
9.000000000000001e-003	1.043436e+001
1.000000000000000e-002	1.065735e+001
1.100000000000000e-002	1.088032e+001
1.200000000000000e-002	1.110322e+001
1.300000000000001e-002	1.132594e+001
1.400000000000001e-002	1.154833e+001
1.500000000000001e-002	1.177032e+001
1.600000000000001e-002	1.199182e+001
1.700000000000001e-002	1.221271e+001
1.800000000000001e-002	1.243293e+001
1.900000000000001e-002	1.265231e+001
2.000000000000001e-002	1.287082e+001
2.100000000000001e-002	1.308837e+001
2.200000000000001e-002	1.330480e+001
2.300000000000001e-002	1.352009e+001
2.400000000000001e-002	1.373413e+001
2.500000000000002e-002	1.394679e+001
2.600000000000002e-002	1.415806e+001
2.700000000000002e-002	1.436777e+001
2.800000000000002e-002	1.457591e+001
2.900000000000002e-002	1.478243e+001
3.000000000000002e-002	1.498722e+001
3.100000000000002e-002	1.519016e+001
3.200000000000002e-002	1.539120e+001
3.300000000000002e-002	1.559031e+001
3.400000000000002e-002	1.578739e+001
3.500000000000002e-002	1.598245e+001
3.600000000000003e-002	1.617543e+001
3.700000000000003e-002	1.636613e+001
3.800000000000003e-002	1.655463e+001
3.900000000000003e-002	1.674088e+001
4.000000000000003e-002	1.692480e+001
4.100000000000003e-002	1.710639e+001
4.200000000000003e-002	1.728554e+001
4.300000000000003e-002	1.746226e+001
4.400000000000003e-002	1.763652e+001
4.500000000000003e-002	1.780827e+001
4.600000000000003e-002	1.797752e+001
4.700000000000004e-002	1.814425e+001
4.800000000000004e-002	1.830842e+001
4.900000000000004e-002	1.846996e+001
5.000000000000004e-002	1.862892e+001
5.100000000000004e-002	1.878531e+001
5.200000000000004e-002	1.893906e+001
5.300000000000004e-002	1.909018e+001
5.400000000000004e-002	1.923869e+001
5.500000000000004e-002	1.938458e+001
5.600000000000004e-002	1.952783e+001
5.700000000000004e-002	1.966845e+001
5.800000000000005e-002	1.980648e+001
5.900000000000005e-002	1.994189e+001
6.000000000000005e-002	2.007467e+001
6.100000000000005e-002	2.020489e+001
6.200000000000005e-002	2.033253e+001
6.300000000000004e-002	2.045759e+001
6.400000000000004e-002	2.058014e+001
6.500000000000004e-002	2.070014e+001
6.600000000000005e-002	2.081763e+001
6.700000000000005e-002	2.093270e+001
6.800000000000005e-002	2.104522e+001
6.900000000000005e-002	2.115536e+001
7.000000000000005e-002	2.126307e+001
7.100000000000005e-002	2.136829e+001
7.200000000000005e-002	2.147130e+001
7.300000000000005e-002	2.157191e+001
7.400000000000005e-002	2.167017e+001
7.500000000000005e-002	2.176624e+001
7.600000000000005e-002	2.186000e+001
7.700000000000006e-002	2.195155e+001
7.800000000000006e-002	2.204093e+001
7.900000000000006e-002	2.212819e+001
8.000000000000006e-002	2.221327e+001
8.100000000000006e-002	2.229627e+001
8.200000000000006e-002	2.237726e+001
8.300000000000006e-002	2.245611e+001
8.400000000000006e-002	2.253308e+001
8.500000000000006e-002	2.260806e+001
8.600000000000006e-002	2.268112e+001
8.700000000000006e-002	2.275231e+001
8.800000000000006e-002	2.282156e+001
8.900000000000007e-002	2.288902e+001
9.000000000000007e-002	2.295474e+001
9.100000000000007e-002	2.301867e+001
9.200000000000007e-002	2.308086e+001
9.300000000000007e-002	2.314139e+001
9.400000000000007e-002	2.320023e+001
9.500000000000007e-002	2.325746e+001
9.600000000000007e-002	2.331307e+001
9.700000000000007e-002	2.336714e+001
9.800000000000007e-002	2.341971e+001
9.900000000000007e-002	2.347072e+001
1.000000000000001e-001	2.352032e+001
1.010000000000001e-001	2.356845e+001
1.020000000000001e-001	2.361515e+001
1.030000000000001e-001	2.366049e+001
1.040000000000001e-001	2.370445e+001
1.050000000000001e-001	2.374714e+001
1.060000000000001e-001	2.378856e+001
1.070000000000001e-001	2.382865e+001
1.080000000000001e-001	2.386754e+001
1.090000000000001e-001	2.390525e+001
1.100000000000001e-001	2.394175e+001
1.110000000000001e-001	2.397708e+001
1.120000000000001e-001	2.401129e+001
1.130000000000001e-001	2.404440e+001
1.140000000000001e-001	2.407644e+001
1.150000000000001e-001	2.410745e+001
1.160000000000001e-001	2.413742e+001
1.170000000000001e-001	2.416637e+001
1.180000000000001e-001	2.419430e+001
1.190000000000001e-001	2.422133e+001
1.200000000000001e-001	2.424744e+001
1.210000000000001e-001	2.427258e+001
1.220000000000001e-001	2.429681e+001
1.230000000000001e-001	2.432020e+001
1.240000000000001e-001	2.434278e+001
1.250000000000001e-001	2.436448e+001
1.260000000000001e-001	2.438536e+001
1.270000000000001e-001	2.440547e+001
1.280000000000001e-001	2.442478e+001
1.290000000000001e-001	2.444336e+001
1.300000000000001e-001	2.446120e+001
1.310000000000001e-001	2.447831e+001
1.320000000000001e-001	2.449472e+001
1.330000000000001e-001	2.451039e+001
1.340000000000001e-001	2.452541e+001
1.350000000000001e-001	2.453982e+001
1.360000000000001e-001	2.455359e+001
1.370000000000001e-001	2.456667e+001
1.380000000000001e-001	2.457916e+001
1.390000000000001e-001	2.459109e+001
1.400000000000001e-001	2.460238e+001
1.410000000000001e-001	2.461314e+001
1.420000000000001e-001	2.462335e+001
1.430000000000001e-001	2.463297e+001
1.440000000000001e-001	2.464206e+001
1.450000000000001e-001	2.465067e+001
1.460000000000001e-001	2.465876e+001
1.470000000000001e-001	2.466634e+001
1.480000000000001e-001	2.467345e+001
1.490000000000001e-001	2.468006e+001
1.500000000000001e-001	2.468621e+001
1.510000000000001e-001	2.469192e+001
1.520000000000001e-001	2.469720e+001
1.530000000000001e-001	2.470201e+001
1.540000000000001e-001	2.470638e+001
1.550000000000001e-001	2.471040e+001
1.560000000000001e-001	2.471398e+001
1.570000000000001e-001	2.471712e+001
1.580000000000001e-001	2.471993e+001
1.590000000000001e-001	2.472231e+001
1.600000000000001e-001	2.472436e+001
1.610000000000001e-001	2.472602e+001
1.620000000000001e-001	2.472732e+001
1.630000000000001e-001	2.472824e+001
1.640000000000001e-001	2.472884e+001
1.650000000000001e-001	2.472914e+001
1.660000000000001e-001	2.472902e+001
1.670000000000001e-001	2.472863e+001
1.680000000000001e-001	2.472793e+001
1.690000000000001e-001	2.472692e+001
1.700000000000001e-001	2.472559e+001
1.710000000000001e-001	2.472392e+001
1.720000000000001e-001	2.472197e+001
1.730000000000001e-001	2.471975e+001
1.740000000000001e-001	2.471724e+001
1.750000000000001e-001	2.471444e+001
1.760000000000001e-001	2.471138e+001
1.770000000000001e-001	2.470802e+001
1.780000000000001e-001	2.470441e+001
1.790000000000001e-001	2.470051e+001
1.800000000000001e-001	2.469637e+001
1.810000000000001e-001	2.469201e+001
1.820000000000001e-001	2.468734e+001
1.830000000000001e-001	2.468244e+001
1.840000000000001e-001	2.467731e+001
1.850000000000001e-001	2.467197e+001
1.860000000000001e-001	2.466635e+001
1.870000000000001e-001	2.466046e+001
1.880000000000001e-001	2.465444e+001
1.890000000000001e-001	2.464813e+001
1.900000000000001e-001	2.464156e+001
1.910000000000001e-001	2.463484e+001
1.920000000000001e-001	2.462788e+001
1.930000000000001e-001	2.462065e+001
1.940000000000001e-001	2.461328e+001
1.950000000000002e-001	2.460568e+001
1.960000000000002e-001	2.459782e+001
1.970000000000002e-001	2.458986e+001
1.980000000000002e-001	2.458163e+001
1.990000000000002e-001	2.457320e+001
2.000000000000002e-001	2.456455e+001
2.010000000000002e-001	2.455573e+001
2.020000000000002e-001	2.454674e+001
2.030000000000002e-001	2.453751e+001
2.040000000000002e-001	2.452810e+001
2.050000000000002e-001	2.451849e+001
2.060000000000002e-001	2.450872e+001
2.070000000000002e-001	2.449879e+001
2.080000000000002e-001	2.448863e+001
2.090000000000002e-001	2.447825e+001
2.100000000000002e-001	2.446775e+001
2.110000000000002e-001	2.445708e+001
2.120000000000002e-001	2.444621e+001
2.130000000000002e-001	2.443513e+001
2.140000000000002e-001	2.442393e+001
2.150000000000002e-001	2.441256e+001
2.160000000000002e-001	2.440096e+001
2.170000000000002e-001	2.438919e+001
2.180000000000002e-001	2.437725e+001
2.190000000000002e-001	2.436520e+001
2.200000000000002e-001	2.435297e+001
2.210000000000002e-001	2.434052e+001
2.220000000000002e-001	2.432791e+001
2.230000000000002e-001	2.431518e+001
